UNIVERSITY_ID;FACULTY_NAME;DEPARTMENT_ID;YEAR_ID;UNIVERSITY_NAME;UNIVERSITY_TYPE;DEPARTMENT_NAME;SCORE_TYPE;SCHOLARSHIP_TYPE;GENERAL_CAPACITY;SCHOOL_CAPACITY;GENERAL_ENROLLMENT;SCHOOL_ENROLLMENT;SUM_CAPACITY;SUM_ENROLLMENT;FIELD_RATE;LAST_SCORE;LAST_RANK;FIRST_SCORE;FIRST_RANK
1020;Beden Eðitimi ve Spor Yüksekokulu;102090092;20;BÝNGÖL ÜNÝVERSÝTESÝ ;Devlet;Rekreasyon (Yüksekokul);EA;Ücretsiz;50;2;52;---;52;52;100,00%;220,93527;863.147;248,58032;594.888
1020;Beden Eðitimi ve Spor Yüksekokulu;102090093;20;BÝNGÖL ÜNÝVERSÝTESÝ ;Devlet;Spor Yöneticiliði (Yüksekokul);EA;Ücretsiz;60;2;62;---;62;62;100,00%;234,49973;717.025;302,71857;280.463
1020;Ziraat Fakültesi;102090100;20;BÝNGÖL ÜNÝVERSÝTESÝ ;Devlet;Peyzaj Mimarlýðý;SAY;Ücretsiz;40;1;41;---;41;41;100,00%;217,46361;637.876;271,16112;338.833
1020;Ziraat Fakültesi;102090101;20;BÝNGÖL ÜNÝVERSÝTESÝ ;Devlet;Biyosistem Mühendisliði;SAY;Ücretsiz;20;1;21;---;21;21;100,00%;215,12877;653.159;238,41582;485.821
1021;Saðlýk Yüksekokulu;102110012;20;BÝTLÝS EREN ÜNÝVERSÝTESÝ ;Devlet;Hemþirelik (Yüksekokul);SAY;Ücretsiz;75;2;75;2;77;77;100,00%;333,28789;185.456;393,11632;106.537
1021;Mühendislik-Mimarlýk Fakültesi;102110021;20;BÝTLÝS EREN ÜNÝVERSÝTESÝ ;Devlet;Ýnþaat Mühendisliði;SAY;Ücretsiz;25;1;7;---;26;7;26,90%;290,84469;278.302;387,03636;112.958
1021;Fen-Edebiyat Fakültesi;102110039;20;BÝTLÝS EREN ÜNÝVERSÝTESÝ ;Devlet;Matematik;SAY;Ücretsiz;30;1;31;---;31;31;100,00%;253,53888;409.027;280,01722;309.703
1021;Fen-Edebiyat Fakültesi;102110048;20;BÝTLÝS EREN ÜNÝVERSÝTESÝ ;Devlet;Tarih;SÖZ;Ücretsiz;60;2;62;---;62;62;100,00%;224,04521;701.723;270,57378;369.199
1021;Fen-Edebiyat Fakültesi;102110084;20;BÝTLÝS EREN ÜNÝVERSÝTESÝ ;Devlet;Türk Dili ve Edebiyatý;SÖZ;Ücretsiz;60;2;62;---;62;62;100,00%;250,02417;503.768;367,76882;37.831
1021;Saðlýk Yüksekokulu;102110093;20;BÝTLÝS EREN ÜNÝVERSÝTESÝ ;Devlet;Sosyal Hizmet (Yüksekokul);EA;Ücretsiz;60;2;62;---;62;62;100,00%;240,67967;660.978;301,39528;285.977
1021;Saðlýk Yüksekokulu;102110109;20;BÝTLÝS EREN ÜNÝVERSÝTESÝ ;Devlet;Beslenme ve Diyetetik (Yüksekokul);SAY;Ücretsiz;60;2;62;---;62;62;100,00%;282,14335;303.243;321,79813;206.504
1021;Mühendislik-Mimarlýk Fakültesi;102110127;20;BÝTLÝS EREN ÜNÝVERSÝTESÝ ;Devlet;Elektrik-Elektronik Mühendisliði;SAY;Ücretsiz;20;1;4;---;21;4;19,00%;295,4377;266.063;316,27821;217.533
1021;Ýslami Ýlimler Fakültesi;102110163;20;BÝTLÝS EREN ÜNÝVERSÝTESÝ ;Devlet;Ýslami Ýlimler;SÖZ;Ücretsiz;160;4;162;2;164;164;100,00%;274,83978;343.852;358,41126;50.523
1021;Ýktisadi ve Ýdari Bilimler Fakültesi;102110172;20;BÝTLÝS EREN ÜNÝVERSÝTESÝ ;Devlet;Kamu Yönetimi;EA;Ücretsiz;40;1;41;---;41;41;100,00%;239,93795;667.420;412,66864;22.685
1021;Ýktisadi ve Ýdari Bilimler Fakültesi;102110181;20;BÝTLÝS EREN ÜNÝVERSÝTESÝ ;Devlet;Uluslararasý Ýliþkiler;EA;Ücretsiz;20;1;21;---;21;21;100,00%;233,55613;726.176;377,63306;72.777
1021;Fen-Edebiyat Fakültesi;102130016;20;BÝTLÝS EREN ÜNÝVERSÝTESÝ ;Devlet;Tarih (ÝÖ);SÖZ;ÝÖ-Ücretli;40;1;19;---;41;19;46,30%;204,11811;814.201;258,63841;444.447
1021;Mühendislik-Mimarlýk Fakültesi;102190021;20;BÝTLÝS EREN ÜNÝVERSÝTESÝ ;Devlet;Bilgisayar Mühendisliði;SAY;Ücretsiz;20;1;10;---;21;10;47,60%;288,90258;283.696;387,78299;112.165
1021;Fen-Edebiyat Fakültesi;102190023;20;BÝTLÝS EREN ÜNÝVERSÝTESÝ ;Devlet;Sosyoloji;EA;Ücretsiz;30;1;31;---;31;31;100,00%;212,58992;948.763;288,47886;343.937
1021;Fen-Edebiyat Fakültesi;102190024;20;BÝTLÝS EREN ÜNÝVERSÝTESÝ ;Devlet;Ýngiliz Dili ve Edebiyatý;DÝL;Ücretsiz;60;2;62;---;62;62;100,00%;312,42345;41.682;381,08173;21.025
1021;Güzel Sanatlar Fakültesi;102190036;20;BÝTLÝS EREN ÜNÝVERSÝTESÝ ;Devlet;Radyo, Televizyon ve Sinema;SÖZ;Ücretsiz;60;2;62;---;62;62;100,00%;212,92287;787.263;383,77566;22.410
1021;Kanýk Uygulamalý Bilimler Yüksekokulu;102190037;20;BÝTLÝS EREN ÜNÝVERSÝTESÝ ;Devlet;Turizm Ýþletmeciliði (Yüksekokul);EA;Ücretsiz;20;1;4;---;21;4;19,00%;214,14194;936.122;227,03788;792.699
1022;Eðitim Fakültesi;102210011;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Bilgisayar ve Öðretim Teknolojileri Öðretmenliði (Ýngilizce);SAY;Ücretsiz;40;1;40;1;41;41;100,00%;431,38684;70.775;466,82857;40.255
1022;Eðitim Fakültesi;102210029;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Fen Bilgisi Öðretmenliði (Ýngilizce);SAY;Ücretsiz;50;2;50;2;52;52;100,00%;412,82617;87.428;462,14777;44.168
1022;Eðitim Fakültesi;102210038;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Fizik Öðretmenliði (Ýngilizce);SAY;Ücretsiz;20;1;21;---;21;21;100,00%;449,31577;55.147;485,74027;25.442
1022;Eðitim Fakültesi;102210047;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Ýlköðretim Matematik Öðretmenliði (Ýngilizce);SAY;Ücretsiz;50;2;50;2;52;52;100,00%;463,17757;43.314;490,9827;21.735
1022;Eðitim Fakültesi;102210056;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Ýngilizce Öðretmenliði (Ýngilizce);DÝL;Ücretsiz;90;3;90;3;93;93;100,00%;475,88386;3.044;529,81078;309
1022;Eðitim Fakültesi;102210065;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Kimya Öðretmenliði (Ýngilizce);SAY;Ücretsiz;20;1;20;1;21;21;100,00%;443,19702;60.495;471,32309;36.645
1022;Eðitim Fakültesi;102210074;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Matematik Öðretmenliði (Ýngilizce);SAY;Ücretsiz;20;1;20;1;21;21;100,00%;473,14232;35.188;492,27225;20.816
1022;Eðitim Fakültesi;102210083;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Okul Öncesi Öðretmenliði (Ýngilizce);SÖZ;Ücretsiz;60;2;60;2;62;62;100,00%;439,58314;2.449;463,21043;1.051
1022;Eðitim Fakültesi;102210092;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Rehberlik ve Psikolojik Danýþmanlýk (Ýngilizce);EA;Ücretsiz;70;2;70;2;72;72;100,00%;446,89527;7.092;489,94367;1.336
1022;Fen-Edebiyat Fakültesi;102210117;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Felsefe (Ýngilizce);EA;Ücretsiz;60;2;60;2;62;62;100,00%;440,56495;8.726;495,52625;1.028
1022;Fen-Edebiyat Fakültesi;102210126;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Fizik (Ýngilizce);SAY;Ücretsiz;60;2;60;2;62;62;100,00%;504,30059;13.143;552,70315;70
1022;Fen-Edebiyat Fakültesi;102210135;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Ýngiliz Dili ve Edebiyatý (Ýngilizce);DÝL;Ücretsiz;60;2;60;2;62;62;100,00%;486,42018;2.300;552,39235;11
1022;Fen-Edebiyat Fakültesi;102210144;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Kimya (Ýngilizce);SAY;Ücretsiz;60;2;60;2;62;62;100,00%;481,39663;28.719;513,62649;8.309
1022;Fen-Edebiyat Fakültesi;102210153;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Matematik (Ýngilizce);SAY;Ücretsiz;60;2;60;2;62;62;100,00%;505,45742;12.451;536,88108;1.431
1022;Fen-Edebiyat Fakültesi;102210162;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Moleküler Biyoloji ve Genetik (Ýngilizce);SAY;Ücretsiz;70;2;70;2;72;72;100,00%;499,11563;16.268;536,23847;1.543
1022;Fen-Edebiyat Fakültesi;102210171;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Psikoloji (Ýngilizce);EA;Ücretsiz;90;3;90;3;93;93;100,00%;492,94986;1.165;532,68456;77
1022;Fen-Edebiyat Fakültesi;102210189;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Sosyoloji (Ýngilizce);EA;Ücretsiz;60;2;60;2;62;62;100,00%;473,51675;2.708;501,87342;740
1022;Fen-Edebiyat Fakültesi;102210198;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Tarih (Ýngilizce);SÖZ;Ücretsiz;60;2;60;2;62;62;100,00%;469,39477;850;552,41153;3
1022;Fen-Edebiyat Fakültesi;102210205;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Türk Dili ve Edebiyatý (Ýngilizce);SÖZ;Ücretsiz;60;2;60;2;62;62;100,00%;451,35193;1.596;503,91685;175
1022;Ýktisadi ve Ýdari Bilimler Fakültesi;102210214;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Ýktisat (Ýngilizce);EA;Ücretsiz;100;3;100;3;103;103;100,00%;504,44598;657;556,37891;3
1022;Ýktisadi ve Ýdari Bilimler Fakültesi;102210223;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Ýþletme (Ýngilizce);EA;Ücretsiz;100;3;100;3;103;103;100,00%;510,3038;489;545,6447;16
1022;Ýktisadi ve Ýdari Bilimler Fakültesi;102210232;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Siyaset Bilimi ve Uluslararasý Ýliþkiler (Ýngilizce);EA;Ücretsiz;90;3;90;3;93;93;100,00%;496,29287;992;545,49022;18
1022;Mühendislik Fakültesi;102210277;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Bilgisayar Mühendisliði (Ýngilizce);SAY;Ücretsiz;85;3;85;3;88;88;100,00%;546,34716;342;559,14091;2
1022;Mühendislik Fakültesi;102210286;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Elektrik-Elektronik Mühendisliði (Ýngilizce);SAY;Ücretsiz;80;2;80;2;82;82;100,00%;542,23147;714;557,67419;8
1022;Mühendislik Fakültesi;102210295;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Endüstri Mühendisliði (Ýngilizce);SAY;Ücretsiz;70;2;70;2;72;72;100,00%;537,91688;1.263;553,56378;56
1022;Mühendislik Fakültesi;102210302;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Ýnþaat Mühendisliði (Ýngilizce);SAY;Ücretsiz;70;2;70;2;72;72;100,00%;492,74461;20.471;522,18566;4.998
1022;Mühendislik Fakültesi;102210311;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Kimya Mühendisliði (Ýngilizce);SAY;Ücretsiz;70;2;70;2;72;72;100,00%;512,65274;8.749;532,0259;2.384
1022;Mühendislik Fakültesi;102210329;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Makine Mühendisliði (Ýngilizce);SAY;Ücretsiz;70;2;70;2;72;72;100,00%;530,40529;2.731;547,22795;281
1022;Uygulamalý Bilimler Yüksekokulu;102210365;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Turizm Ýþletmeciliði (Yüksekokul) (Ýngilizce);EA;Ücretsiz;65;2;65;2;67;67;100,00%;444,40411;7.692;475,54504;2.489
1022;Uygulamalý Bilimler Yüksekokulu;102210374;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Uluslararasý Ticaret (Yüksekokul) (Ýngilizce);EA;Ücretsiz;65;2;65;2;67;67;100,00%;478,51532;2.197;492,35424;1.194
1022;Uygulamalý Bilimler Yüksekokulu;102210383;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Yönetim Biliþim Sistemleri (Yüksekokul) (Ýngilizce);EA;Ücretsiz;65;2;65;2;67;67;100,00%;486,50952;1.553;505,57492;619
1022;Eðitim Fakültesi;102210408;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Fizik Öðretmenliði (Ýngilizce) (KKTC Uyruklu);SAY;Ücretsiz;1;---;1;---;1;1;100,00%;416,00346;84.535;416,00346;84.535
1022;Eðitim Fakültesi;102210435;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Kimya Öðretmenliði (Ýngilizce) (KKTC Uyruklu);SAY;Ücretsiz;1;---;1;---;1;1;100,00%;413,475;86.841;413,475;86.841
1022;Fen-Edebiyat Fakültesi;102270024;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Tarih (Ýngilizce) (KKTC Uyruklu);SÖZ;Ücretsiz;1;---;---;---;1;---;---;---;---;---;---
1022;Fen-Edebiyat Fakültesi;102270025;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Çeviribilimi (Ýngilizce);DÝL;Ücretsiz;60;2;60;2;62;62;100,00%;498,46411;1.576;527,83902;346
1022;Fen-Edebiyat Fakültesi;102270026;20;BOÐAZÝÇÝ ÜNÝVERSÝTESÝ ;Devlet;Dilbilimi (Ýngilizce);DÝL;Ücretsiz;50;2;50;2;52;52;100,00%;484,60256;2.406;541,24196;89
1023;Fen-Edebiyat Fakültesi;102310046;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Matematik;SAY;Ücretsiz;20;1;21;---;21;21;100,00%;258,39103;387.918;333,18917;185.612
1023;Fen-Edebiyat Fakültesi;102310055;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Tarih;SÖZ;Ücretsiz;80;2;82;---;82;82;100,00%;237,90222;592.405;305,68649;191.302
1023;Fen-Edebiyat Fakültesi;102310064;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Türk Dili ve Edebiyatý;SÖZ;Ücretsiz;80;2;82;---;82;82;100,00%;260,63422;431.397;333,5501;100.064
1023;Ýktisadi ve Ýdari Bilimler Fakültesi;102310073;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Ýþletme;EA;Ücretsiz;20;1;21;---;21;21;100,00%;209,31155;968.972;222,92836;839.538
1023;Mühendislik-Mimarlýk Fakültesi;102310082;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Ýnþaat Mühendisliði;SAY;Ücretsiz;30;1;3;---;31;3;9,70%;289,85517;280.987;301,66554;250.322
1023;Mühendislik-Mimarlýk Fakültesi;102310091;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Makine Mühendisliði;SAY;Ücretsiz;25;1;2;---;26;2;7,70%;295,98703;264.617;302,89392;247.403
1023;Mühendislik-Mimarlýk Fakültesi;102310107;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Mimarlýk;SAY;Ücretsiz;70;2;10;---;72;10;13,90%;301,86638;249.897;349,40934;159.737
1023;Mühendislik-Mimarlýk Fakültesi;102310116;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Þehir ve Bölge Planlama;SAY;Ücretsiz;70;2;72;---;72;72;100,00%;221,61604;604.726;261,26196;376.233
1023;Ýktisadi ve Ýdari Bilimler Fakültesi;102310143;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Ýktisat;EA;Ücretsiz;20;1;21;---;21;21;100,00%;210,39511;963.323;241,2197;656.280
1023;Týp Fakültesi;102310152;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Týp;SAY;Ücretsiz;110;3;110;3;113;113;100,00%;492,07086;20.959;499,49131;16.029
1023;Ýlahiyat Fakültesi;102310197;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Ýlahiyat;SÖZ;Ücretsiz;130;4;132;2;134;134;100,00%;301,28806;209.837;382,37949;23.507
1023;Ziraat Fakültesi;102310204;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Bitki Koruma;SAY;Ücretsiz;30;1;31;---;31;31;100,00%;248,03842;435.024;281,24337;305.963
1023;Ziraat Fakültesi;102310213;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Bahçe Bitkileri;SAY;Ücretsiz;15;1;16;---;16;16;100,00%;232,76539;519.643;256,84325;394.582
1023;Eðitim Fakültesi;102310231;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Fen Bilgisi Öðretmenliði;SAY;Ücretsiz;20;1;18;---;21;18;85,70%;283,2874;299.762;298,31429;258.683
1023;Eðitim Fakültesi;102310249;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Okul Öncesi Öðretmenliði;SÖZ;Ücretsiz;60;2;60;2;62;62;100,00%;374,99053;30.070;393,63686;15.708
1023;Eðitim Fakültesi;102310258;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Sýnýf Öðretmenliði;EA;Ücretsiz;50;2;51;1;52;52;100,00%;347,10711;139.533;363,83242;100.948
1023;Fen-Edebiyat Fakültesi;102310267;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Moleküler Biyoloji ve Genetik;SAY;Ücretsiz;30;1;31;---;31;31;100,00%;243,75041;456.750;254,40223;405.143
1023;Eðitim Fakültesi;102310276;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Ýlköðretim Matematik Öðretmenliði;SAY;Ücretsiz;50;2;50;2;52;52;100,00%;395,62855;104.058;411,29913;88.845
1023;Fen-Edebiyat Fakültesi;102310285;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Sosyoloji;EA;Ücretsiz;70;2;72;---;72;72;100,00%;211,66419;955.351;262,52113;492.687
1023;Eðitim Fakültesi;102310294;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Rehberlik ve Psikolojik Danýþmanlýk;EA;Ücretsiz;60;2;62;---;62;62;100,00%;347,77134;137.866;432,37743;11.362
1023;Eðitim Fakültesi;102310301;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Sosyal Bilgiler Öðretmenliði;SÖZ;Ücretsiz;40;1;41;---;41;41;100,00%;342,92073;78.204;359,55619;48.788
1023;Mühendislik-Mimarlýk Fakültesi;102310319;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Bilgisayar Mühendisliði;SAY;Ücretsiz;70;2;72;---;72;72;100,00%;295,19018;266.746;344,59079;166.996
1023;Ýktisadi ve Ýdari Bilimler Fakültesi;102310337;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Siyaset Bilimi ve Kamu Yönetimi;EA;Ücretsiz;60;2;62;---;62;62;100,00%;216,27753;915.570;277,95937;398.232
1023;Ýletiþim Fakültesi;102310346;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Radyo, Televizyon ve Sinema;SÖZ;Ücretsiz;80;2;82;---;82;82;100,00%;230,73319;647.093;338,32991;88.281
1023;Akdaðmadeni Saðlýk Yüksekokulu;102310373;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Ýþ Saðlýðý ve Güvenliði (Yüksekokul);SAY;Ücretsiz;30;1;31;---;31;31;100,00%;218,44735;630.615;275,14869;325.212
1023;Fen-Edebiyat Fakültesi;102330068;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Tarih (ÝÖ);SÖZ;ÝÖ-Ücretli;70;2;60;---;72;60;83,30%;191,3632;822.590;253,99917;475.882
1023;Fen-Edebiyat Fakültesi;102330077;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Türk Dili ve Edebiyatý (ÝÖ);SÖZ;ÝÖ-Ücretli;70;2;72;---;72;72;100,00%;228,0056;668.902;388,03943;19.293
1023;Ýlahiyat Fakültesi;102330129;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Ýlahiyat (ÝÖ);SÖZ;ÝÖ-Ücretli;120;3;123;---;123;123;100,00%;280,12052;314.061;334,9066;96.516
1023;Saðlýk Bilimleri Fakültesi;102390048;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Ebelik (Fakülte);SAY;Ücretsiz;70;2;70;2;72;72;100,00%;308,75918;233.656;320,39204;209.321
1023;Saðlýk Bilimleri Fakültesi;102390049;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Hemþirelik (Fakülte);SAY;Ücretsiz;100;3;100;3;103;103;100,00%;327,38289;195.902;423,68474;77.510
1023;Eðitim Fakültesi;102390057;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Türkçe Öðretmenliði;SÖZ;Ücretsiz;50;2;50;2;52;52;100,00%;369,94082;35.346;393,43124;15.850
1023;Fen-Edebiyat Fakültesi;102390058;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Ýngiliz Dili ve Edebiyatý (Ýngilizce);DÝL;Ücretsiz;70;2;72;---;72;72;100,00%;328,44943;36.715;401,57641;15.255
1023;Fen-Edebiyat Fakültesi;102390059;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Sanat Tarihi;SÖZ;Ücretsiz;60;2;62;---;62;62;100,00%;200,87992;816.642;287,4787;274.839
1023;Ýktisadi ve Ýdari Bilimler Fakültesi;102390060;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Maliye;EA;Ücretsiz;40;1;41;---;41;41;100,00%;217,91773;897.941;277,7768;399.201
1023;Ýktisadi ve Ýdari Bilimler Fakültesi;102390061;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Saðlýk Yönetimi (Fakülte);EA;Ücretsiz;60;2;61;1;62;62;100,00%;233,98334;721.990;295,08825;313.062
1023;Ýktisadi ve Ýdari Bilimler Fakültesi;102390062;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Saðlýk Yönetimi (Fakülte) (ÝÖ);EA;ÝÖ-Ücretli;60;2;62;---;62;62;100,00%;221,39878;857.535;266,39121;467.269
1023;Ýktisadi ve Ýdari Bilimler Fakültesi;102390063;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Uluslararasý Ýliþkiler;EA;Ücretsiz;30;1;31;---;31;31;100,00%;211,01979;959.604;253,34227;557.819
1023;Saðlýk Bilimleri Fakültesi;102390067;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Çocuk Geliþimi (Fakülte);EA;Ücretsiz;80;2;80;2;82;82;100,00%;307,22612;262.738;345,36422;143.913
1023;Eðitim Fakültesi;102390068;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Ýngilizce Öðretmenliði (Ýngilizce);DÝL;Ücretsiz;60;2;62;---;62;62;100,00%;387,56691;19.175;460,69042;4.423
1023;Ziraat Fakültesi;102390069;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Tarým Ekonomisi;EA;Ücretsiz;20;1;21;---;21;21;100,00%;246,89521;608.360;274,56062;417.523
1023;Ýletiþim Fakültesi;102390086;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Halkla Ýliþkiler ve Reklamcýlýk (Fakülte);SÖZ;Ücretsiz;60;2;62;---;62;62;100,00%;238,92844;584.780;333,60944;99.914
1023;Veteriner Fakültesi;102390088;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Veterinerlik;SAY;Ücretsiz;60;2;60;2;62;62;100,00%;361,04356;143.892;383,64867;116.665
1023;Ýletiþim Fakültesi;102390089;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Gazetecilik;SÖZ;Ücretsiz;60;2;62;---;62;62;100,00%;229,80621;654.409;286,94498;277.641
1023;Sarýkaya Fizyoterapi ve Rehabilitasyon Yüksekokulu;102390104;20;YOZGAT BOZOK ÜNÝVERSÝTESÝ ;Devlet;Fizyoterapi ve Rehabilitasyon (Yüksekokul);SAY;Ücretsiz;60;2;62;---;62;62;100,00%;285,21023;294.132;325,28498;199.811
1024;Mühendislik ve Doða Bilimleri Fakültesi;102410018;20;BURSA TEKNÝK ÜNÝVERSÝTESÝ ;Devlet;Makine Mühendisliði;SAY;Ücretsiz;70;2;72;---;72;72;100,00%;389,57363;110.252;421,37879;79.559
1024;Mühendislik ve Doða Bilimleri Fakültesi;102410027;20;BURSA TEKNÝK ÜNÝVERSÝTESÝ ;Devlet;Kimya;SAY;Ücretsiz;20;1;21;---;21;21;100,00%;282,63137;301.739;316,09077;217.916
1024;Mühendislik ve Doða Bilimleri Fakültesi;102410036;20;BURSA TEKNÝK ÜNÝVERSÝTESÝ ;Devlet;Mekatronik Mühendisliði;SAY;Ücretsiz;60;2;61;1;62;62;100,00%;383,9499;116.353;449,64742;54.859
1024;Mühendislik ve Doða Bilimleri Fakültesi;102410045;20;BURSA TEKNÝK ÜNÝVERSÝTESÝ ;Devlet;Metalurji ve Malzeme Mühendisliði;SAY;Ücretsiz;60;2;62;---;62;62;100,00%;315,97531;218.180;367,4937;135.517
1024;Mühendislik ve Doða Bilimleri Fakültesi;102410054;20;BURSA TEKNÝK ÜNÝVERSÝTESÝ ;Devlet;Kimya Mühendisliði;SAY;Ücretsiz;50;2;52;---;52;52;100,00%;337,94539;177.547;414,04933;86.318
1024;Mühendislik ve Doða Bilimleri Fakültesi;102410063;20;BURSA TEKNÝK ÜNÝVERSÝTESÝ ;Devlet;Ýnþaat Mühendisliði;SAY;Ücretsiz;60;2;62;---;62;62;100,00%;316,38498;217.323;408,46988;91.558
1024;Orman Fakültesi;102410072;20;BURSA TEKNÝK ÜNÝVERSÝTESÝ ;Devlet;Orman Mühendisliði;SAY;Ücretsiz;50;2;50;2;52;52;100,00%;269,44759;344.835;370,18046;132.224
1024;Mühendislik ve Doða Bilimleri Fakültesi;102410099;20;BURSA TEKNÝK ÜNÝVERSÝTESÝ ;Devlet;Çevre Mühendisliði;SAY;Ücretsiz;25;1;3;---;26;3;11,50%;286,17045;291.403;297,7442;260.118
